Wall time,Step,Value
1732555878.434512,990,0.0028068753890693188
1732555892.3613203,1485,0.006467923056334257
1732555907.804699,1980,2.5727880001068115
1732555929.0377452,2475,0.015844091773033142
1732555955.3517973,2970,9.142935752868652
1732555980.532451,3465,0.057992808520793915
1732556000.2928822,3960,0.022356830537319183
1732556018.297035,4455,0.08077909052371979
1732556038.3120296,4950,0.04165488854050636
1732556062.1248813,5445,0.13068830966949463
1732556082.4775057,5940,0.08592534810304642
1732556101.1504238,6435,0.05403807386755943
1732556122.544478,6930,0.03339160978794098
1732556150.3046408,7425,0.2273716777563095
1732556170.4072938,7920,37.365814208984375
1732556185.6135166,8415,0.03111238405108452
1732556201.6640174,8910,0.05921519175171852
1732556216.8362248,9405,0.7115565538406372
1732556232.8820453,9900,0.03418978303670883
1732556250.5591228,10395,46.376800537109375
1732556276.781573,10890,0.17720989882946014
1732556297.1817517,11385,0.08442014455795288
1732556312.5320544,11880,0.022638514637947083
1732556331.1146216,12375,0.10002505034208298
1732556357.4327095,12870,0.006195602007210255
1732556391.613627,13365,0.7561103105545044
1732556433.5544758,13860,0.015401490963995457
1732556465.9823785,14355,0.008999044075608253
1732556511.0925968,14850,0.017085090279579163
1732556531.9839342,15345,0.01138607133179903
1732556550.1466067,15840,0.004364738240838051
1732556568.4427648,16335,0.0069822994992136955
1732556586.3673007,16830,0.6295967102050781
1732556617.632617,17325,0.10734551399946213
1732556661.40395,17820,0.35540035367012024
1732556703.4514325,18315,57.998069763183594
1732556728.5416315,18810,0.05388171970844269
1732556749.9772515,19305,0.034088533371686935
1732556780.6635597,19800,0.04758904501795769
1732556803.7253938,20295,0.008461924269795418
1732556824.4763365,20790,58.689884185791016
1732556861.6452444,21285,0.01864450052380562
1732556886.857826,21780,0.024088701233267784
1732556905.2181773,22275,0.012275026179850101
1732556923.050207,22770,0.6437503695487976
1732556940.5455062,23265,0.1274871826171875
1732556958.3042693,23760,0.03266629949212074
1732556977.155016,24255,0.0037088498938828707
1732556995.0325873,24750,0.004263327457010746
1732557013.2108126,25245,0.34225454926490784
1732557031.2424893,25740,0.012624992989003658
1732557049.3078706,26235,0.02686203271150589
1732557068.94003,26730,0.010299933142960072
1732557086.937255,27225,0.009181385859847069
1732557108.0345187,27720,0.002436052542179823
1732557129.9196684,28215,0.006249448750168085
1732557152.891546,28710,0.003201058367267251
1732557170.0794785,29205,0.2015366554260254
1732557187.4341486,29700,0.46639764308929443
1732557205.4919941,30195,0.0036923615261912346
1732557226.61989,30690,0.0021773679181933403
1732557247.8814862,31185,0.09653067588806152
1732557265.806569,31680,0.0022488620597869158
1732557282.252743,32175,0.04296119138598442
1732557299.8628685,32670,0.003296629060059786
1732557319.0301723,33165,63.15182876586914
1732557342.0039883,33660,0.6686165928840637
1732557363.8272145,34155,0.014164564199745655
1732557391.8742056,34650,0.018416794016957283
1732557429.4058893,35145,0.051438089460134506
1732557461.321432,35640,0.04742426052689552
1732557497.3416047,36135,0.0737074613571167
1732557517.3369093,36630,0.019494567066431046
1732557535.2258918,37125,0.004154503345489502
1732557553.4170473,37620,0.11915591359138489
1732557571.5200765,38115,0.008101030252873898
1732557590.159376,38610,0.006483744364231825
1732557608.216229,39105,0.017852701246738434
1732557626.3705482,39600,0.10767743736505508
