train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/episodes,time/fps,time/time_elapsed,train/learning_rate,time/total_timesteps,train/n_updates,rollout/ep_rew_mean
8.64936351776123,1496.0,0.06941236555576324,1,10,144,0.001,1496,995,-3321.628345
26.71005630493164,1496.0,0.0906621515750885,2,10,282,0.001,2992,2491,-4254.291987500001
21.794343948364258,1496.0,0.3538817763328552,3,9,451,0.001,4488,3987,-2931.2554133333338
