,time,pitch,wg,Vx,Pitch increment,reward
0,0.10999999999999999,15.549999999999999,7.630185583380305,18.0,0.0,-0.004926016114433793
1,0.20000000000000004,15.549999999999999,7.679252790905157,18.0,0.0,-0.01422122813866927
2,0.3000000000000001,15.549999999999999,7.685207989945716,18.0,0.0,-0.015677040746246554
3,0.4000000000000002,15.549999999999999,7.638314964749948,18.0,0.0,-0.006133233703785621
4,0.5000000000000002,15.549999999999999,7.61889915560205,18.0,0.0,-0.00346911053063457
5,0.6000000000000003,15.549999999999999,7.695691003476769,18.0,0.0,-0.018412048424532684
6,0.7000000000000004,15.549999999999999,7.831248174332209,18.0,0.0,-0.07357557207855647
7,0.8000000000000005,15.549999999999999,7.925977391136138,18.0,0.0,-0.13393945082281417
8,0.9000000000000006,15.549999999999999,7.933610161114778,18.0,0.0,-0.13958455248821083
9,1.0000000000000007,15.549999999999999,7.904361413396501,18.0,0.0,-0.11858478303643598
10,1.1000000000000008,15.549999999999999,7.917964050935455,18.0,0.0,-0.1281382617621216
11,1.2000000000000008,15.549999999999999,7.997642032667963,18.0,0.0,-0.19153054875774705
12,1.300000000000001,15.549999999999999,8.095088551175008,18.0,0.0,-0.28631975759857
13,1.400000000000001,15.549999999999999,8.145974639188541,18.0,0.0,-0.3433662777721413
14,1.500000000000001,15.549999999999999,8.138682772466545,18.0,0.0,-0.3348737511495677
15,1.6000000000000012,15.549999999999999,8.125839588556708,18.0,0.0,-0.32017443997802536
16,1.7000000000000013,15.549999999999999,8.162993156601841,18.0,0.0,-0.3636007469086528
17,1.8000000000000014,15.549999999999999,8.246831716741282,18.0,0.0,-0.4717378071217767
18,1.9000000000000015,15.549999999999999,8.323210419590097,18.0,0.0,-0.582490144570893
19,2.0000000000000013,15.549999999999999,8.349856519063994,18.0,0.0,-0.6238733207078908
20,2.0000000000000013,15.549999999999999,8.349863780510141,18.0,-0.06897294521331787,-0.6238847917617728
21,2.109999999999999,15.64821496248247,8.340824904072882,18.0,0.29658758640289307,-0.6096875308204258
22,2.209999999999997,15.091440672874471,8.359449601341757,18.0,0.5884687900543213,-0.639119665085494
23,2.3099999999999947,15.611644024848937,8.424131040809401,18.0,-0.3720964789390564,-0.7467224556903397
24,2.4099999999999926,15.691577833890907,8.501517639562788,18.0,-0.954951822757721,-0.8864554656078852
25,2.5099999999999905,15.55845955610275,8.54446472032537,18.0,-0.6446697115898132,-0.9691707855653108
26,2.6099999999999883,15.138775218725218,8.544152796791002,18.0,0.7446243762969971,-0.9685567274315512
27,2.709999999999986,15.732956862449628,8.539713749010728,18.0,0.38814496994018555,-0.9598390300006565
28,2.809999999999984,15.927076045274742,8.570946768725788,18.0,0.6849911212921143,-1.022013369197113
29,2.909999999999982,15.433519431352623,8.635364668152741,18.0,-0.12355107069015503,-1.156409169511256
30,3.00999999999998,15.63189077138901,8.694097649431207,18.0,-0.19899344444274902,-1.2861774784453892
31,3.1099999999999777,15.80715701699255,8.7187208687873,18.0,0.2836759090423584,-1.3426340517631945
32,3.2099999999999755,15.667555727958693,8.718592469480862,18.0,0.424832820892334,-1.3423365103377638
33,3.3099999999999734,15.739387265443796,8.726694105961505,18.0,0.5429379940032959,-1.3611751368853156
34,3.4099999999999713,16.002836471796048,8.76440522811991,18.0,-0.3361244201660156,-1.4505919535225746
35,3.509999999999969,15.69389174342157,8.818781436730074,18.0,-0.6955221891403198,-1.5845307054562299
36,3.609999999999967,15.589745681285862,8.8577937965642,18.0,-0.7827837467193604,-1.6842687384005222
37,3.709999999999965,15.975821099281324,8.869001167889142,18.0,-0.2333458662033081,-1.7134840575351378
38,3.8099999999999627,15.891404480934153,8.870044819960622,18.0,-1.0,-1.7162174303056599
39,3.9099999999999606,15.755602096319206,8.886370129231032,18.0,-1.0,-1.7592577197163466
40,4.009999999999959,15.510366491079349,8.925814422214158,18.0,-0.6516984105110168,-1.8654490359281948
41,4.109999999999957,15.613828772306446,8.970415348672004,18.0,-0.6426581740379333,-1.9892714557695723
42,4.209999999999955,15.554700384140034,8.999476093029482,18.0,-0.1776282787322998,-2.072091422403424
43,4.3099999999999525,15.563288090229033,9.01007617857344,18.0,0.06789922714233398,-2.102720923666153
44,4.40999999999995,15.490525121688847,9.017426504397365,18.0,-0.5718520879745483,-2.124092015719924
45,4.509999999999948,15.78265550374985,9.037850187067736,18.0,-0.706425666809082,-2.184041175416144
46,4.609999999999946,15.502093620300313,9.072049892755077,18.0,-0.7598371505737305,-2.2862948781806405
47,4.709999999999944,15.399250980615632,9.103414028920223,18.0,0.8718923330307007,-2.3821268646677574
48,4.809999999999942,15.643321305513425,9.118747861768423,18.0,-0.16786813735961914,-2.4296948965676313
49,4.90999999999994,15.654078029394169,9.121574795805493,18.0,-0.9926884174346924,-2.4385158428949696
50,5.009999999999938,15.180142869949355,9.129572047880789,18.0,-0.8252601623535156,-2.463556413488694
51,5.1099999999999355,15.601076525449768,9.15311976543023,18.0,0.449731707572937,-2.5380305870044713
52,5.209999999999933,15.45484328150751,9.186544611243086,18.0,-0.4832910895347595,-2.645647372363923
53,5.309999999999931,15.682362487316157,9.213318880336894,18.0,-0.20801055431365967,-2.733463320078443
54,5.409999999999929,15.353407697677644,9.224725315548955,18.0,0.3548755645751953,-2.77131037622957
55,5.509999999999927,15.44024716496471,9.230026988938382,18.0,0.5008671283721924,-2.788990143782601
56,5.609999999999925,15.484088406562867,9.245543878113281,18.0,0.20840036869049072,-2.8410581650451614
57,5.709999999999923,15.351687457561514,9.273429242427596,18.0,1.0,-2.9358397688060083
