,time,Pitch_increment,Cp,Lambda_i,Lambda,Tem,Tm,Ia,Ea,w,pitch,dpitch,pitch_ref
0,0.20000000000000004,0.0,0.2227591826993185,9.981532044098296,10.30965150268836,185.07819931103526,193.67624201691444,30.075237463280693,248.8394557973967,40.43645200352897,0.0,0.0,0.0
1,0.4000000000000002,0.0,0.21827489936482927,10.014877759454988,10.34509134240311,185.72042747598837,189.12728407588784,30.179599644447755,249.6948513872346,40.57545392587955,0.0,0.0,0.0
2,0.6000000000000003,0.0,0.2168401073419418,10.025495015666896,10.356376900969055,185.92494251498331,187.6793476381024,30.212833371518162,249.967245876145,40.61971807459164,0.0,0.0,0.0
3,0.8000000000000005,0.0,0.21638239725329478,10.028876778954626,10.359971684726636,185.99008651901136,187.21820563579382,30.22341928275863,250.05401156688754,40.63381751343674,0.0,0.0,0.0
4,1.0000000000000007,0.0,0.21623652050601747,10.029954051879416,10.361116831886225,186.01083865499737,187.0713122062049,30.226791508228583,250.0816514726521,40.638309002614974,0.0,0.0,0.0
5,1.2000000000000008,1.5080482567709946e-05,0.21618961969494346,10.030295592350148,10.361479892914996,186.0174186171505,187.0241837460537,30.22786075314771,250.09041451462278,40.6397329983592,9.532683068041368e-06,2.7738997498342888e-05,1.5080482567709946e-05
6,1.400000000000001,1.5080482567709946e-05,0.21617441409065577,10.03040134976257,10.3615923142863,186.01945677517634,187.0090004449273,30.22819195415811,250.09312797907384,40.64017393677344,2.2572244256058572e-05,3.79436043968066e-05,3.0160965135419893e-05
7,1.6000000000000012,1.5080482567709946e-05,0.21616936459222927,10.03043147703352,10.361624339942551,186.02003810568712,187.004054212273,30.228286420460577,250.09390096804157,40.640299547606304,3.6901913807123664e-05,4.1697669480030885e-05,4.524144770312984e-05
8,1.8000000000000014,1.5080482567709946e-05,0.21616757205631543,10.03043732059307,10.361630551718246,186.02015167444773,187.00239141553914,30.228304875402632,250.09405089889844,40.64032391139491,5.170618770184289e-05,4.307871284498449e-05,6.0321930270839786e-05
9,2.0000000000000013,1.5080482567709946e-05,0.21616682499492906,10.030435358109846,10.361628465574352,186.02011488183044,187.0017827968963,30.228298896596343,250.09400054657453,40.640315729134095,6.668505877728514e-05,4.358677030632296e-05,7.540241283854973e-05
10,2.199999999999997,1.5080482567709946e-05,0.21616641389618832,10.030430883114754,10.361623708599447,186.0200296933122,187.00151301475955,30.22828505344829,250.09388572959494,40.64029707135625,8.172816056600244e-05,4.377367420128619e-05,9.048289540625968e-05
11,2.399999999999993,1.5080482567709946e-05,0.21616611089393784,10.030425598242287,10.361618090715066,186.01992890516945,187.00135228193227,30.228268675358713,250.0937501332276,40.64027503692452,9.679489151362584e-05,4.384243230171895e-05,0.00010556337797396963
12,2.5999999999999885,1.5080482567709946e-05,0.2161658427213156,10.030420051887239,10.36161219487165,186.01982308049907,187.0012266958883,30.22825147883258,250.09360782788713,40.640251912283574,0.00011187031514302311,4.3867726993282365e-05,0.00012064386054167958
