,time,Pitch_increment,Cp,Lambda_i,Lambda,Tem,Tm,Ia,Ea,w,pitch,dpitch,pitch_ref
0,0.20000000000000004,0.0,0.2227591826993185,9.981532044098296,10.30965150268836,185.07819931103526,193.67624201691444,30.075237463280693,248.8394557973967,40.43645200352897,0.0,0.0,0.0
1,0.4000000000000002,0.0,0.21827489936482927,10.014877759454988,10.34509134240311,185.72042747598837,189.12728407588784,30.179599644447755,249.6948513872346,40.57545392587955,0.0,0.0,0.0
2,0.6000000000000003,0.0,0.2168401073419418,10.025495015666896,10.356376900969055,185.92494251498331,187.6793476381024,30.212833371518162,249.967245876145,40.61971807459164,0.0,0.0,0.0
3,0.8000000000000005,0.0,0.21638239725329478,10.028876778954626,10.359971684726636,185.99008651901136,187.21820563579382,30.22341928275863,250.05401156688754,40.63381751343674,0.0,0.0,0.0
4,1.0000000000000007,0.0,0.21623652050601747,10.029954051879416,10.361116831886225,186.01083865499737,187.0713122062049,30.226791508228583,250.0816514726521,40.638309002614974,0.0,0.0,0.0
5,1.2000000000000008,-0.013507755906855554,0.21619004191231456,10.030297234149664,10.3614816381666,186.01744960321267,187.0245175016987,30.22786578838785,250.09045663898158,40.639739843574354,0.0,0.0,0.0
6,1.400000000000001,3.124428913259369e-05,0.2161743597325994,10.03040316001817,10.361594238609902,186.0194914545411,187.00891868991806,30.228197589560523,250.09317442561354,40.640181484343685,1.9750157506564044e-05,5.747065813014822e-05,3.124428913259369e-05
7,1.6000000000000012,0.017453292519943295,0.2156811632716542,10.028534306458047,10.3596072022852,185.98422513559302,186.61805008670447,30.222466807000675,250.045214216914,40.63238794263647,0.011059587247005297,0.032124747810352954,0.017484536809075888
8,1.8000000000000014,0.008549129928561053,0.21546855854653887,10.025383241995794,10.356255316484148,185.9241228599694,186.49443482613626,30.212700177445207,249.96431124571163,40.619241196669336,0.020525010742503298,0.027543279975668217,0.02603366673763694
9,2.0000000000000013,0.01065587968492248,0.21526012594717253,10.021829626577494,10.35247140467444,185.85624169579233,186.38212950388709,30.201669477235733,249.872980655607,40.6043999609361,0.030742946069716177,0.02973300176421622,0.03668954642255942
10,2.199999999999997,-0.009325975058834469,0.2156246122083814,10.020204385824028,10.35074566502976,185.82482736849968,186.72884587884857,30.196564643945845,249.8313272482228,40.597631275467485,0.028606773842088224,-0.006216012391816357,0.027363571363724953
11,2.399999999999993,-0.002656698763246593,0.21577935858791275,10.020290452105604,10.350838924164227,185.82635083224906,186.86117115959613,30.19681220705268,249.83357820231797,40.597997055873726,0.026141566089882128,-0.007173467447018841,0.02470687260047836
12,2.5999999999999885,0.013928303372789995,0.21539797363965701,10.019171108724844,10.349642222653765,185.80519500432317,186.5524664984098,30.1933743815769,249.80469395220166,40.59330336053613,0.034039033751101275,0.022980711110835404,0.038635175973268356
