,time,Pitch_increment,Cp,Lambda_i,Lambda,Tem,Tm,Ia,Ea,w,pitch,dpitch,pitch_ref
0,0.10999999999999999,0.0001883747049651198,0.22716000345936224,9.948561146574272,10.274617205484704,184.44311555030515,198.175943711733,29.972036248960837,247.99384860610328,40.29904069753248,0.0,-2.5380177506687955e-06,-0.0005051788554711978
1,0.20000000000000004,0.0002053666714052341,0.2227591826993185,9.981532044098296,10.30965150268836,185.07819931103526,193.67624201691444,30.075237463280693,248.8394557973967,40.43645200352897,0.0,-4.134605258067246e-06,-0.00023334744387544992
2,0.3000000000000001,-0.0003444825293568935,0.21989619976067604,10.002850217212922,10.33230762284845,185.48876286198526,190.76781921412768,30.141954107026713,249.38629645536142,40.52531369930993,0.0,-1.4636078098997217e-06,0.0007800530118361451
3,0.4000000000000002,-2.6694923394519812e-05,0.21827489936482927,10.014877759454988,10.34509134240311,185.72042747598837,189.12728407588784,30.179599644447755,249.6948513872346,40.57545392587955,0.0,3.833040270261234e-06,0.0009507670888680806
4,0.5000000000000002,6.969296996844814e-05,0.21735810265787472,10.021664781964297,10.352305488042328,185.8511610796559,188.2016706132612,30.20084387628796,249.86897599992767,40.60374920373745,2.8475460950176827e-08,1.0261492720243628e-05,0.0010740539287322037
5,0.6000000000000003,3.61637302324585e-05,0.21684002716571676,10.025494894695658,10.356376772379068,185.92494027937065,187.67928057433423,30.21283300823074,249.9672427724259,40.61971757023678,1.429027006246404e-06,1.6922615136624396e-05,0.0006253114515014203
6,0.7000000000000004,0.00030023620924577463,0.2165474000002689,10.027656245793365,10.358674260353537,185.96657506878867,187.38443615030633,30.219598668276827,250.02269621400137,40.628728763503986,3.425841261253632e-06,2.3018795188498025e-05,0.0011988887517858813
7,0.8000000000000005,4.3637392489061484e-05,0.21638212750750513,10.028875721351802,10.359970560492654,185.9900665551769,187.2179925629081,30.223416038632283,250.0539844317538,40.6338131039731,6.1085649566048e-06,3.081928711692661e-05,0.0012381299311054947
8,0.9000000000000006,0.00021848490359226006,0.21628876645123785,10.029563495570514,10.360701667458082,186.00331576556707,187.12400936454685,30.225569037473687,250.07163083419135,40.636680647236744,9.531940452481763e-06,3.848846448253354e-05,0.0018625650569666567
9,1.0000000000000007,0.00019301143487051586,0.216235997370609,10.02995105135843,10.36111364230499,186.0107817779527,187.0709172176113,30.22678226569958,250.08157448715377,40.638296492458984,1.3747091502613054e-05,4.483932863366872e-05,0.0009868259155207254
10,1.1000000000000008,-0.0001516267853804172,0.21620615679282473,10.030169058446218,10.361345385985878,186.01498170659997,187.0409179384831,30.227464754787253,250.0871679809224,40.63920543610533,1.841111901392223e-05,4.7638044740397775e-05,0.0005727144985091135
11,1.2000000000000008,0.0003236302484988713,0.21618925713014248,10.030291313883968,10.36147534485675,186.01733713655125,187.02395218580438,30.227847512537092,250.0903047401713,40.639715159992996,2.3464433528732767e-05,5.4740475652060464e-05,0.0018483122765433648
12,1.300000000000001,-0.00015137336895793934,0.21617961244558784,10.030359393796703,10.36154771459309,186.0186490285068,187.0143024288922,30.228060695193047,250.09205149618938,40.639999008129784,2.9733633566915675e-05,7.163229936374988e-05,0.002826346015396545
13,1.400000000000001,-0.00016988004987992828,0.21617401542976045,10.030396624738396,10.361587291528533,186.01936678567455,187.00874622186862,30.228177330849444,250.0930067470119,40.64015423654367,3.793221135730673e-05,9.235500808588684e-05,0.0031422168111643347
14,1.500000000000001,0.0003141168961305119,0.21617068074000684,10.030416108757795,10.361608003277356,186.01974281275778,187.00548762936293,30.228238435311575,250.09350665724693,40.6402354720381,4.8220901212257465e-05,0.00011409005224124815,0.004061033290644462
15,1.6000000000000012,8.206102296591237e-05,0.2161685908664164,10.030425213626373,10.361617681863857,186.01991905937217,187.00350503963318,30.228267075415054,250.09374026496852,40.64027343333082,6.088997191060136e-05,0.00014029053536350003,0.004765250543398432
16,1.7000000000000013,0.0002395845463424694,0.2161671662458465,10.030428032259774,10.361620678105641,186.0199743957387,187.0022185514226,30.228276067583607,250.0938125839189,40.640285185172004,7.631231362889671e-05,0.0001678367859997315,0.004718628891654423
17,1.8000000000000014,0.0001859965853354631,0.21616610584729132,10.03042685702941,10.361619428821225,186.0199529724278,187.0013237666969,30.228272586292103,250.09378243049858,40.64028028523631,9.434813548062609e-05,0.00019236776557005427,0.004829184177838232
18,1.9000000000000015,-0.0003392921532280052,0.2161652500193045,10.03042303010882,10.36161536075756,186.01988062261043,187.00065682375669,30.228260829435026,250.09368424146203,40.64026432950191,0.00011467007570216822,0.00021327479765613177,0.0037960299328004357
19,2.0000000000000013,0.00026313404762419944,0.21616450159132222,10.030417355538136,10.361609328619267,186.0197728227507,187.00011823657061,30.2282433119403,250.09353864643296,40.640240670286026,0.00013710465111187504,0.00023652453284574317,0.005142037861762315
20,2.109999999999999,-0.00017471595510653787,0.2161637217626846,10.030409493241644,10.361600970901813,186.019623206828,186.99959445515205,30.22821899932855,250.09333691993788,40.6402078896978,0.0001643857351078391,0.00025804122435000703,0.003978147582396305
21,2.209999999999997,0.0003460855234677151,0.21616305359929672,10.030401192845765,10.361592147479612,186.01946510002384,186.99917567742446,30.22819330694718,250.0931239529353,40.64017328252527,0.00019089302226640888,0.0002723438289232321,0.004191264406274752
22,2.3099999999999947,-0.00015034655391014568,0.21616239841413096,10.03039203020575,10.361582407481642,186.01929048677016,186.9987846679781,30.228164932265084,250.09288886295246,40.64013508036486,0.00021893554485610592,0.00028815572630134877,0.003923122970816876
