,time,Pitch_increment,Cp,Lambda_i,Lambda,Tem,Tm,Ia,Ea,w,pitch,dpitch,pitch_ref,Vx,actions.pitch,obs.error_wg,obs.pitch,obs.Vx,obs.pitch_ref,reward,integral_error
0,0.20000000000000004,0.0,0.22305673273795898,9.979310569597374,10.307290778389278,185.2239261176988,194.37528338018558,30.098918093044148,249.03623500758425,40.4684286571611,0.0,0.0,0.0,12.312546041190592,0.0,-0.46842865716109827,0.0,12.312546041190592,0.0,-0.0,0.0
1,0.4000000000000002,0.0,0.21825535787762176,10.0150225312876,10.34524522190288,185.91243129463712,189.49351657482842,30.210800296178828,249.95325888104017,40.617445185614216,0.0,0.0,0.0,12.312546041190592,0.0,-0.6174451856142156,0.0,12.312546041190592,0.0,-0.21741710314270588,-0.09368573143221966
2,0.6000000000000003,0.0,0.21672016619391737,10.026381437076413,10.357319151629511,186.13145807066599,187.94128734002683,30.246392182875407,250.2449791851933,40.664849782443696,0.0,0.0,0.0,12.312546041190592,0.0,-0.6648497824436959,0.0,12.312546041190592,0.0,-0.3773304445870156,-0.2171747685550628
3,0.8000000000000005,0.0,0.21623086933768862,10.029995779584054,10.361161188823756,186.20115434738352,187.44743214827614,30.257717839167665,250.3378073102735,40.67993436785381,0.0,0.0,0.0,12.312546041190592,0.0,-0.6799343678538108,0.0,12.312546041190592,0.0,-0.43912370160874786,-0.35014472504380195
4,1.0000000000000007,0.0,0.21607507627959313,10.031145990464513,10.362383878178829,186.22333447079296,187.29027582577038,30.26132211282597,250.3673489192295,40.68473488410968,0.0,0.0,0.0,12.312546041190592,0.0,-0.6847348841096803,0.0,12.312546041190592,0.0,-0.46324569143487443,-0.4861315986145641
5,1.2000000000000008,0.017453292519943295,0.21522067977679893,10.031944318591819,10.363232085647317,186.0499102628821,186.15448043257524,30.233140650858992,250.1327064083739,40.6466054379662,0.011032585021030881,0.03210353749456207,0.017453292519943295,12.3,0.017453292519943295,-0.6466054379662012,0.011032585021030881,12.3,0.017453292519943295,-0.4760839493584019,-0.6230785754365002
6,1.400000000000001,0.017453292519943295,0.21508303829534187,10.025682332387001,10.35657061804553,185.93017986426597,186.15508801422388,30.213684441627663,249.97192153873905,40.62047787052297,0.025630671711944088,0.046379566639712516,0.03490658503988659,12.3,0.03490658503988659,-0.6204778705229685,0.025630671711944088,12.3,0.03490658503988659,-0.4362596518554875,-0.7523996630297405
7,1.6000000000000012,0.017453292519943295,0.2148090152039295,10.019832931442425,10.350335551360592,185.81825672028245,186.02991750941334,30.19549691254281,249.8214285176766,40.59602273014518,0.041435361617923674,0.05462257970953108,0.05235987755982989,12.3,0.05235987755982989,-0.5960227301451795,0.041435361617923674,12.3,0.05235987755982989,-0.4153352742114445,-0.8764952371343342
8,1.8000000000000014,0.017453292519943295,0.2145095991401476,10.013897711606438,10.343987888332153,185.704333371094,185.8846152790743,30.176984349787126,249.66821780893733,40.57112596507828,0.05780667864359853,0.060032457180873265,0.06981317007977318,12.3,0.06981317007977318,-0.5711259650782807,0.05780667864359853,12.3,0.06981317007977318,-0.3994716452555901,-0.99569978316337
9,2.0000000000000013,0.017453292519943295,0.21420835587397877,10.007829277165131,10.337467649444806,185.5873068292112,185.74065100369214,30.15796751771434,249.51084171373432,40.545552324034155,0.07449197934782031,0.0638724162594808,0.08726646259971647,12.3,0.08726646259971647,-0.5455523240341549,0.07449197934782031,12.3,0.08726646259971647,-0.38598226218337783,-1.1099249761790262
10,2.199999999999997,0.017453292519943295,0.21390857456138562,10.001663796426385,10.330803552631522,185.4676904890833,185.60035794577917,30.13852984300588,249.34999338399535,40.51941444431369,0.0913704777124759,0.06674638703591931,0.10471975511965977,12.3,0.10471975511965977,-0.5194144443136892,0.0913704777124759,12.3,0.10471975511965977,-0.37452258087409707,-1.2190354409858573
11,2.399999999999993,0.017453292519943295,0.21360944461297035,9.995439891613305,10.324026922244599,185.34604880020368,185.46247085108428,30.118763048796147,249.18642888162762,40.492835186099676,0.10837688133471718,0.0689808315244294,0.12217304763960306,12.3,0.12217304763960306,-0.4928351860996756,0.10837688133471718,12.3,0.12217304763960306,-0.36512938477330364,-1.3229183298485951
12,2.5999999999999885,0.017453292519943295,0.2133097577273289,9.989185818667474,10.317158142175296,185.2227497468176,185.32557400905793,30.098726932584796,249.02064020351452,40.46589449896561,0.12547245771769705,0.07076941220924657,0.13962634015954636,12.3,0.13962634015954636,-0.46589449896561064,0.12547245771769705,12.3,0.13962634015954636,-0.357825600783163,-1.4214853670685301
13,2.7999999999999843,0.017453292519943295,0.21300854799172297,9.982920815909392,10.310208145630835,185.09799098890036,185.18862958839028,30.078453614149925,248.85289123959785,40.43863526506992,0.14263291697862132,0.07223357850434167,0.15707963267948966,12.3,0.15707963267948966,-0.43863526506991946,0.14263291697862132,12.3,0.15707963267948966,-0.35257302080394237,-1.5146642668616523
14,2.99999999999998,0.017453292519943295,0.21270513982717124,9.976658037026663,10.303181594957536,184.9718571686134,185.0509627699154,30.057956847856527,248.68329452284942,40.4110757710388,0.15984184252238054,0.07345541338526204,0.17453292519943295,12.3,0.17453292519943295,-0.4110757710388029,0.15984184252238054,12.3,0.17453292519943295,-0.349288498935372,-1.602391319875636
15,3.1999999999999758,0.017453292519943295,0.21239904668863097,9.970406832131284,10.296079363708325,184.844364423545,184.91212973484627,30.037239256065316,248.51187113782618,40.3832194431162,0.1770876268603355,0.07449295429520372,0.19198621771937624,12.3,0.19198621771937624,-0.3832194431161966,0.1770876268603355,12.3,0.19198621771937624,-0.34786299662536857,-1.6846064740833968
