,time,Pitch_increment,Cp,Lambda_i,Lambda,Tem,Tm,Ia,Ea,w,pitch,dpitch,pitch_ref,Vx,actions.pitch,obs.error_wg,obs.pitch,obs.Vx,obs.pitch_ref,reward
0,0.20000000000000004,0.0,0.22646158262556276,9.953810297944521,10.280194383484234,186.96780536369252,202.686156154454,30.382298753898787,251.390963514745,40.851072422218486,0.0,0.0,0.0,12.461725755097794,0.0,-0.8510724222184862,0.0,12.461725755097794,0.0,-0.7198736359833352
1,0.4000000000000002,0.0,0.21797645137696695,10.017088286008711,10.347440949281184,188.20259339227917,193.82397525633047,30.582952009197374,253.03540508249512,41.118294444199904,0.0,0.0,0.0,12.461725755097794,0.0,-1.118294444199904,0.0,12.461725755097794,0.0,-1.23689917711467
2,0.6000000000000003,0.0,0.21528573427244058,10.03696919700734,10.368574157152187,188.59064306861578,191.04122295975085,30.64601014466021,253.5521946771923,41.202272837316585,0.0,0.0,0.0,12.461725755097794,0.0,-1.2022728373165847,0.0,12.461725755097794,0.0,-1.4261382506004225
3,0.8000000000000005,0.0,0.21443733410953533,10.043219824812974,10.375219048528356,188.71265681295634,190.1664941141802,30.665837397942802,253.71468826274057,41.228678071373416,0.0,0.0,0.0,12.461725755097794,0.0,-1.228678071373416,0.0,12.461725755097794,0.0,-1.4897678451460692
4,1.0000000000000007,0.0,0.21417029361951098,10.045185493740297,10.377308756773488,188.7510280843382,189.89143161039166,30.672072735777697,253.76578980319903,41.23698208000192,0.0,0.0,0.0,12.461725755097794,0.0,-1.2369820800019227,0.0,12.461725755097794,0.0,-1.5143204433396495
5,1.2000000000000008,0.0,0.20913323952525817,10.073414430240986,10.407320101957092,186.84927492116503,180.1228754258434,30.363037537726857,251.19683917589282,40.81952718560977,0.01745329251994331,0.08726646259971647,0.08726646259971647,12.3,0.0,-0.8195271856097719,0.01745329251994331,12.3,0.08726646259971647,-1.5143204433396495
6,1.400000000000001,0.0,0.21291558542225186,10.037018989202032,10.368613424640817,186.14904253570754,184.0651160856398,30.249249661302137,250.26259338527652,40.66771209281953,0.034906585039886605,0.08726646259971647,0.17453292519943295,12.3,0.0,-0.6677120928195279,0.034906585039886605,12.3,0.17453292519943295,-1.5143204433396495
7,1.6000000000000012,0.0,0.2139164282567395,10.020975412929971,10.351526760985958,185.84058105481398,185.2355965702845,30.199124620531894,249.85018021261405,40.60069488524467,0.052359877559829904,0.08726646259971647,0.2617993877991494,12.3,0.0,-0.6006948852446712,0.052359877559829904,12.3,0.2617993877991494,-1.5143204433396495
8,1.8000000000000014,0.0,0.2140346400597315,10.011432481561016,10.341320653247017,185.6568106444792,185.52087379590017,30.16926189898977,249.60383994641734,40.56066455195737,0.06981317007977322,0.08726646259971647,0.3490658503988659,12.3,0.0,-0.5606645519573732,0.06981317007977322,12.3,0.3490658503988659,-1.5143204433396495
9,2.0000000000000013,0.0,0.21387116323073302,10.003974766569756,10.333290909750028,185.51248420962207,185.52322895366223,30.14580882987242,249.4100296123374,40.529170341175174,0.08726646259971652,0.08726646259971647,0.4363323129985824,12.3,0.0,-0.529170341175174,0.08726646259971652,12.3,0.4363323129985824,-1.5143204433396495
10,2.199999999999997,0.0,0.21361673913033713,9.997197631725193,10.32593447551169,185.38036474515295,185.43454175003265,30.124339395426748,249.23247064324912,40.50031697984496,0.10471975511965943,0.08726646259971647,0.5235987755982988,12.3,0.0,-0.5003169798449605,0.10471975511965943,12.3,0.5235987755982988,-1.5143204433396495
11,2.399999999999993,0.0,0.21333181795206138,9.990655612442454,10.318768078203071,185.25169561596476,185.3158226257182,30.103430641024918,249.05949851069548,40.472208980196996,0.12217304763960234,0.08726646259971647,0.6108652381980153,12.3,0.0,-0.47220898019699575,0.12217304763960234,12.3,0.6108652381980153,-1.5143204433396495
12,2.5999999999999885,0.0,0.21303542329054923,9.984208477279823,10.311633071130945,185.12360303626983,185.186401103021,30.082615576009424,248.8872840302666,40.444224099142424,0.13962634015954525,0.08726646259971647,0.6981317007977318,12.3,0.0,-0.4442240991424242,0.13962634015954525,12.3,0.6981317007977318,-1.5143204433396495
13,2.7999999999999843,0.0,0.21273341441083715,9.977813006825732,10.304474133696043,184.9950856831954,185.05234642459158,30.061731485250743,248.71449195335458,40.41614535856548,0.1570796326794882,0.08726646259971647,0.7853981633974483,12.3,0.0,-0.41614535856547974,0.1570796326794882,12.3,0.7853981633974483,-1.5143204433396495
14,2.99999999999998,0.0,0.212427476121366,9.971456743035882,10.297268895893653,184.86573934077967,184.91551630799347,30.04071268358938,248.5405823451423,40.38788501897064,0.17453292519943106,0.08726646259971647,0.8726646259971648,12.3,0.0,-0.38788501897064265,0.17453292519943106,12.3,0.8726646259971648,-1.5143204433396495
15,3.1999999999999758,0.0,0.21211797789096237,9.965136919243422,10.29000559325922,184.73535195222564,184.77643617360795,30.01952471176138,248.36527125200078,40.359396937847066,0.19198621771937394,0.08726646259971647,0.9084806694118641,12.3,0.0,-0.35939693784706606,0.19198621771937394,12.3,0.9084806694118641,-1.5143204433396495
16,3.3999999999999715,0.0,0.21180488352053006,9.958853757039142,10.282675996689724,184.60377548502854,184.63521510303337,29.998143514460654,248.1883600517442,40.330648839057275,0.20943951023931684,0.08726646259971647,0.8586924459216523,12.3,0.0,-0.33064883905727527,0.20943951023931684,12.3,0.8586924459216523,-1.5143204433396495
