,time,Pitch_increment,Cp,Lambda_i,Lambda,Tem,Tm,Ia,Ea,w,pitch,dpitch,pitch_ref,Vx,actions.pitch,obs.error_wg,obs.pitch,obs.Vx,obs.pitch_ref
0,0.20000000000000004,0.0,0.22556661720566518,9.960527413941843,10.287331525319773,186.4952430919407,200.4438349986537,30.30550730794767,250.75288621036464,40.74738475656901,0.0,0.0,0.0,12.42147181531883,0.0,-0.7473847565690122,0.0,12.42147181531883,0.0
1,0.4000000000000002,0.0,0.21805998791055642,10.016469661708037,10.346783399582893,187.58334667393294,192.65985926030714,30.482324316838422,252.20202090825993,40.98286938046162,0.0,0.0,0.0,12.42147181531883,0.0,-0.9828693804616222,0.0,12.42147181531883,0.0
2,0.6000000000000003,0.0,0.2156742181856731,10.034104167130586,10.365528498999524,187.92642471127328,190.20739383142728,30.538074553656465,252.6589312128857,41.057117379211306,0.0,0.0,0.0,12.42147181531883,0.0,-1.0571173792113058,0.0,12.42147181531883,0.0
3,0.8000000000000005,0.0,0.21491977466610027,10.039666469151994,10.371441530474675,188.0346464372104,189.43397214984893,30.55566060170729,252.80306088392797,41.08053847417677,0.0,0.0,0.0,12.42147181531883,0.0,-1.0805384741767696,0.0,12.42147181531883,0.0
4,1.0000000000000007,0.0,0.21468156838548544,10.041421292483303,10.373307045939445,188.06878952722852,189.18998337200784,30.561208859383495,252.84853267473298,41.08792764757176,0.0,0.0,0.0,12.42147181531883,0.0,-1.0879276475717603,0.0,12.42147181531883,0.0
5,1.2000000000000008,0.017453292519943295,0.21405281384262087,10.040547222023076,10.372377405889848,188.0121290771305,188.5716459425045,30.552001527035234,252.77149050345008,41.07540828221892,0.01103258502103101,0.03210353749456143,0.017453292519943295,12.418799985034646,0.017453292519943295,-1.0754082822189233,0.01103258502103101,12.418799985034646,0.017453292519943295
6,1.400000000000001,0.017453292519943295,0.21374234009152318,10.035557413801692,10.367067952211338,187.97241503153205,188.5078705760059,30.545547988171947,252.71806054896885,41.066725905933346,0.025630671694414728,0.046379566727359316,0.03490658503988659,12.422533838368114,0.03490658503988659,-1.066725905933346,0.025630671694414728,12.422533838368114,0.03490658503988659
7,1.6000000000000012,0.017453292519943295,0.21338076520174498,10.03035049756731,10.361515434777537,187.9280612685457,188.40260414995615,30.538340494479172,252.65833645109223,41.05702073032322,0.04143536166793808,0.054622579459459066,0.05235987755982989,12.426253458846292,0.05235987755982989,-1.0570207303232166,0.04143536166793808,12.426253458846292,0.05235987755982989
8,1.8000000000000014,0.017453292519943295,0.21302125448483464,10.024855228058561,10.355634927022045,187.87743117301306,188.3041622806593,30.53011309572772,252.59019411774955,41.045947590081894,0.05780667879343853,0.06003245643167326,0.06981317007977318,12.42995649707716,0.06981317007977318,-1.0459475900818944,0.05780667879343853,12.42995649707716,0.06981317007977318
9,2.0000000000000013,0.017453292519943295,0.21266883147395108,10.019161030496267,10.349511872288723,187.82203347934916,188.2153736873816,30.5211109615052,252.5156641870622,41.03383646423408,0.07449197943581515,0.06387241581950663,0.08726646259971647,12.433640614142407,0.08726646259971647,-1.0338364642340778,0.07449197943581515,12.433640614142407,0.08726646259971647
10,2.199999999999997,0.017453292519943295,0.21232088685410516,10.013347516817896,10.343221143821536,187.763194594961,188.13251825464928,30.511549633230796,252.43652220660005,41.02097587954839,0.09137047780408979,0.0667463865778499,0.10471975511965977,12.437303483074729,0.10471975511965977,-1.0209758795483879,0.09137047780408979,12.437303483074729,0.10471975511965977
11,2.399999999999993,0.017453292519943295,0.21197476105342597,10.007466888633614,10.336808471042753,187.70171253381417,188.0523509157362,30.50155878830359,252.35383481784487,41.007539165438956,0.10837688142473147,0.06898083107435796,0.12217304763960306,12.440942790327599,0.12217304763960306,-1.0075391654389563,0.10837688142473147,12.440942790327599,0.12217304763960306
12,2.5999999999999885,0.017453292519943295,0.2116286860836947,10.001551490467094,10.330298550849035,187.63800280400844,187.97279017756227,30.491205946857317,252.26815680436195,40.99361647432529,0.1254724578101598,0.07076941174693277,0.13962634015954636,12.444556237236556,0.13962634015954636,-0.9936164743252931,0.1254724578101598,12.444556237236556,0.13962634015954636
13,2.7999999999999843,0.017453292519943295,0.21128154373743646,9.995621657718566,10.323703446812127,187.57225104048817,187.89255513482536,30.4805212746006,252.17973553212022,40.97924800321754,0.1426329170286322,0.07223357825428725,0.15707963267948966,12.448141541471081,0.15707963267948966,-0.9792480032175419,0.1426329170286322,12.448141541471081,0.15707963267948966
14,2.99999999999998,0.017453292519943295,0.21093263351956287,9.989690709913125,10.31702795955989,187.50451089385624,187.81086475323198,30.469513489765127,252.08864174884366,40.964445248632344,0.15984184260539883,0.07345541297017061,0.17453292519943295,12.451696438476178,0.17453292519943295,-0.9644452486323445,0.15984184260539883,12.451696438476178,0.17453292519943295
15,3.1999999999999758,0.017453292519943295,0.21058148300795604,9.983767879740784,10.310272798098563,187.43476158295664,187.7272134682645,30.458179215409668,251.9948468681286,40.949203565274466,0.1770876269234768,0.07449295397949723,0.19198621771937624,12.455218682902702,0.19198621771937624,-0.9492035652744661,0.1770876269234768,12.455218682902702,0.19198621771937624
16,3.3999999999999715,0.017453292519943295,0.21022769021310672,9.9778598801297,10.303436271893581,187.36293905300093,187.6412010052886,30.446508042620696,251.8982642252938,40.93350887011911,0.19436267075892635,0.07538419740196589,0.20943951023931953,12.45870605002558,0.20943951023931953,-0.9335088701191125,0.19436267075892635,12.45870605002558,0.20943951023931953
