,time,Pitch_increment,Cp,Lambda_i,Lambda,Tem,Tm,Ia,Ea,w,pitch,dpitch,pitch_ref,Vx,actions.pitch,obs.error_wg,obs.pitch,obs.Vx,obs.pitch_ref,reward
0,0.20000000000000004,0.0,0.2250295092844704,9.964553706001437,10.291609726295718,186.2166399514477,199.11847724590308,30.260234252344503,250.37669710017033,40.686253965031646,0.0,0.0,0.0,12.397680812587883,0.0,-0.6862539650316464,0.0,12.397680812587883,0.0,-0.46711558852434854
1,0.4000000000000002,0.0,0.21810652706127884,10.016124982332567,10.346417033205386,187.21779903985177,191.97031649695347,30.42292276689868,251.71006212721136,40.902925998597844,0.0,0.0,0.0,12.397680812587883,0.0,-0.9029259985978442,0.0,12.397680812587883,0.0,-0.8039252725748471
2,0.6000000000000003,0.0,0.21590334505364636,10.032413535243364,10.363731305093795,187.5340777336352,189.7136694489261,30.474318106033827,252.13128779777264,40.971375238513296,0.0,0.0,0.0,12.397680812587883,0.0,-0.9713752385132963,0.0,12.397680812587883,0.0,-0.9288875016429812
3,0.8000000000000005,0.0,0.21520544160581756,10.037561123195728,10.369203408565307,187.63403610613597,189.00063032271956,30.490561357808453,252.26441441545688,40.99300833552008,0.0,0.0,0.0,12.397680812587883,0.0,-0.9930083355200807,0.0,12.397680812587883,0.0,-0.9736434421943121
4,1.0000000000000007,0.0,0.21498468211536123,10.039188190779281,10.370933086392661,187.66563194004064,188.775262502768,30.495695685952292,252.30649442363614,40.99984634368722,0.0,0.0,0.0,12.397680812587883,0.0,-0.9998463436872171,0.0,12.397680812587883,0.0,-0.9947018676312478
5,1.2000000000000008,0.017453292519943295,0.2119454916191092,10.056029770665697,10.388837362212621,186.51391739534225,182.86978509057425,30.308541885285003,250.75072953790362,40.74703429694364,0.011032585021028583,0.032103537494573564,0.017453292519943295,12.3,0.017453292519943295,-0.7470342969436388,0.011032585021028583,12.3,0.017453292519943295,-0.591646507813258
6,1.400000000000001,0.017453292519943295,0.21404203585170212,10.033351820241483,10.364723323251074,186.07792267724471,185.10837937704787,30.237692672744938,250.16869974468472,40.65245436096563,0.025630671712698852,0.046379566635938695,0.03490658503988659,12.3,0.03490658503988659,-0.6524543609656277,0.025630671712698852,12.3,0.03490658503988659,-0.48505758119805686
7,1.6000000000000012,0.017453292519943295,0.21447793225248868,10.022273174749953,10.352929398057887,185.865262534976,185.69665496310557,30.203135365068967,249.88403503744192,40.60619629978061,0.04143536161981356,0.05462257970008166,0.05235987755982989,12.3,0.05235987755982989,-0.6061962997806134,0.04143536161981356,12.3,0.05235987755982989,-0.4507572933629963
8,1.8000000000000014,0.017453292519943295,0.2144043328560825,10.01467357359116,10.344812546919846,185.71927796265447,185.77858521870306,30.179412848344203,249.6881222251173,40.574360435942,0.05780667864640317,0.06003245716685007,0.06981317007977318,12.3,0.06981317007977318,-0.5743604359419976,0.05780667864640317,12.3,0.06981317007977318,-0.4380937806878573
9,2.0000000000000013,0.017453292519943295,0.2141749069719482,10.008075780637355,10.337729642528952,185.5920547373875,185.70694080712553,30.158739053564524,249.51716532384518,40.546579911704754,0.07449197934998232,0.06387241624867077,0.08726646259971647,12.3,0.08726646259971647,-0.5465799117047538,0.07449197934998232,12.3,0.08726646259971647,-0.43360620410517675
10,2.199999999999997,0.017453292519943295,0.21389795340997206,10.001742057201128,10.3308867260917,185.46919778988516,185.58964819034495,30.13877477963112,249.35200090467265,40.519740666749975,0.09137047771418527,0.06674638702737247,0.10471975511965977,12.3,0.10471975511965977,-0.5197406667499749,0.09137047771418527,12.3,0.10471975511965977,-0.41707793207986277
11,2.399999999999993,0.017453292519943295,0.21360607452680413,9.995464719569267,10.324053306882917,185.34652695558583,185.45907086659108,30.118840749123446,249.18706571586384,40.492938671766545,0.10837688133605848,0.06898083151772288,0.12217304763960306,12.3,0.12217304763960306,-0.49293867176654516,0.10837688133605848,12.3,0.12217304763960306,-0.3952986703935971
12,2.5999999999999885,0.017453292519943295,0.21330868921435314,9.989193689230673,10.31716650552779,185.2229013125839,185.32449544590318,30.09875156204645,249.02084206602,40.465927301655555,0.12547245771878227,0.07076941220382049,0.13962634015954636,12.3,0.13962634015954636,-0.4659273016555545,0.12547245771878227,12.3,0.13962634015954636,-0.37068913485600735
13,2.7999999999999843,0.017453292519943295,0.21300820947567167,9.982923308955145,10.310210794517129,185.09803899395024,185.18828770577528,30.078461414978328,248.8529551745838,40.438645654515526,0.1426329169795231,0.07223357849983278,0.15707963267948966,12.3,0.15707963267948966,-0.4386456545155255,0.1426329169795231,12.3,0.15707963267948966,-0.34403966822569276
14,2.99999999999998,0.017453292519943295,0.2127050326677282,9.976658826077601,10.303182433239014,184.971872360666,185.05085448646375,30.057959316567544,248.68331475607522,40.41107905894128,0.15984184252313502,0.07345541338148964,0.17453292519943295,12.3,0.17453292519943295,-0.41107905894128294,0.15984184252313502,12.3,0.17453292519943295,-0.31554342953361547
15,3.1999999999999758,0.017453292519943295,0.21239901279456905,9.97040708165969,10.296079628771322,184.84436922727699,184.91209546668168,30.03724003667255,248.5118775355334,40.38322048274466,0.1770876268609803,0.07449295429197964,0.19198621771937624,12.3,0.19198621771937624,-0.3832204827446617,0.1770876268609803,12.3,0.19198621771937624,-0.2937758387114552
